x,Close
1,359.970001
2,353.369995
3,354.609985
4,356.559998
5,366.959991
6,367.720001
7,369.75
8,367.880005
9,365.48999
10,361.410004
11,364.709991
12,363.920013
13,367.649994
14,351.140015
15,348.869995
16,359.459991
17,354.73999
18,360.350006
19,377.339996
20,381.890015
21,374.230011
22,368.329987
23,374.850006
24,371.829987
25,370.540009
26,378.809998
27,379.059998
28,385.029999
29,378.670013
30,370.459991
31,364.369995
32,362.75
33,361.040009
34,345.26001
35,345.609985
36,354.98999
37,359.309998
38,354.450012
39,348.109985
40,354.269989
41,359.730011
42,352.209991
43,354.390015
44,355.059998
45,349.190002
46,351.850006
47,343.279999
48,336.630005
49,353.399994
50,355.730011
51,357.130005
52,360.869995
53,352.01001
54,351.269989
55,345.559998
56,343.429993
57,339.730011
58,350.619995
59,357.119995
60,363.519989
61,365.209991
62,369.209991
63,371.040009
64,360.299988
65,362.200012
66,370.019989
67,367.320007
68,374.600006
69,375.429993
70,381.720001
71,380.549988
72,376.160004
73,379.929993
74,381
75,379.5
76,373.25
77,366.600006
78,365.98999
79,362.440002
80,325.209991
81,315.100006
82,310.619995
83,307.299988
84,317.940002
85,326.459991
86,335.779999
87,332.700012
88,325.929993
89,322.98999
90,319.5
91,318.829987
92,307.630005
93,310.100006
94,304.290009
95,315.899994
96,308.929993
97,310.829987
98,312.279999
99,299.109985
100,295.76001
101,302.799988
102,309.380005
103,298.98999
104,297.809998
105,296.929993
106,291.440002
107,294.980011
108,291.029999
109,291.769989
110,296.779999
111,293.75
112,289.290009
113,291.519989
114,293.25
115,290.170013
116,294.339996
117,287.98999
118,288.269989
119,288.859985
120,294.149994
121,294.290009
122,298.600006
123,291.559998
124,286.600006
125,270.75
126,265.920013
127,254.589996
128,264.75
129,263.309998
130,263.079987
131,267.619995
132,269.579987
133,268.029999
134,268.149994
135,272.790009
136,274.459991
137,270.720001
138,267.529999
139,280.480011
140,282.929993
141,285.529999
142,284.25
143,286.279999
144,293.350006
145,275.299988
146,278.049988
147,266.690002
148,271.269989
149,271.5
150,276.820007
151,281.859985
152,281.209991
153,291.450012
154,287.410004
155,286.809998
156,292.859985
157,288.029999
158,288.589996
159,289.570007
160,291.570007
161,294.179993
162,292.01001
163,283.109985
164,289.619995
165,295.029999
166,302.570007
167,302.600006
168,305.160004
169,311.690002
170,310.480011
171,315.549988
172,312.48999
173,315.929993
174,314.660004
175,309.98999
176,306.160004
177,304.320007
178,302.859985
179,307.350006
180,302.5
181,293.119995
182,298.929993
183,298.440002
184,298.5
185,304.209991
186,315.480011
187,320.799988
188,332.220001
189,336.899994
190,333.100006
191,333.200012
192,332.630005
193,329.089996
194,323.309998
195,323.570007
196,329.809998
197,325.899994
198,335.829987
199,330.75
200,339.26001
201,335.660004
202,329.049988
203,338.920013
204,338.690002
205,339.070007
206,338.619995
207,339.670013
208,338.109985
209,326
210,349.600006
211,353.160004
212,342.880005
213,348.519989
214,343.160004
215,347.73999
216,345.089996
217,358
218,369.01001
219,369.670013
220,366.950012
221,366.769989
222,371.070007
223,373.690002
224,380.01001
225,381.399994
226,380.399994
227,387.779999
228,386.190002
229,386
230,380.070007
231,368.700012
232,360.089996
233,379.23999
234,371.709991
235,369.029999
236,381.049988
237,368.769989
238,383.790009
239,372.779999
240,368.970001
241,346.48999
242,364.130005
243,349.920013
244,315.25
245,336.299988
246,298.839996
247,319.75
248,315.470001
249,332.029999
250,332.829987
251,360.269989
