x,Close
1,1783.76001
2,1765.699951
3,1773.420044
4,1780.75
5,1814.189941
6,1813.97998
7,1820.699951
8,1818.859985
9,1837.280029
10,1849.859985
11,1835.839966
12,1847.329956
13,1844.069946
14,1843.060059
15,1844.869995
16,1863.040039
17,1864.819946
18,1861.689941
19,1887.310059
20,1923.77002
21,1901.75
22,1902.25
23,1950.630005
24,1938.430054
25,1926.52002
26,1911.52002
27,1900.819946
28,1962.459961
29,1950.550049
30,1921
31,1917.77002
32,1899.869995
33,1889.97998
34,1822.680054
35,1840.119995
36,1871.150024
37,1907.569946
38,1869
39,1858.969971
40,1857.52002
41,1859.680054
42,1815.47998
43,1823.280029
44,1836.430054
45,1819.189941
46,1816.319946
47,1775.069946
48,1692.689941
49,1729.560059
50,1738.5
51,1754.359985
52,1804.030029
53,1860.630005
54,1863.699951
55,1855.319946
56,1870.300049
57,1869.670044
58,1886.030029
59,1901.369995
60,1908.790039
61,1918.189941
62,1911.300049
63,1913.900024
64,1878.27002
65,1897.829956
66,1904.280029
67,1893.630005
68,1922.189941
69,1934.310059
70,1939
71,1942.910034
72,1952.319946
73,1988.300049
74,2017.410034
75,2001.069946
76,2011
77,2020.98999
78,2009.900024
79,1992.030029
80,1977.900024
81,1964.52002
82,1985.630005
83,1994.48999
84,2000.810059
85,1973.819946
86,1943.050049
87,1912.449951
88,1898.530029
89,1866.780029
90,1855.319946
91,1823.23999
92,1765.130005
93,1787.829956
94,1793.400024
95,1832.890015
96,1807.579956
97,1784.920044
98,1824.339966
99,1762.959961
100,1776.119995
101,1792.569946
102,1816.119995
103,1801.380005
104,1823.540039
105,1804.660034
106,1749.619995
107,1768.869995
108,1761.829956
109,1764.25
110,1786.400024
111,1776.290039
112,1789.839966
113,1800.619995
114,1840.719971
115,1833.51001
116,1831.349976
117,1820.550049
118,1822.98999
119,1843.550049
120,1839.339966
121,1807.839966
122,1822.550049
123,1817.459961
124,1821.5
125,1794.160034
126,1785.300049
127,1741.609985
128,1768.329956
129,1739.839966
130,1725.449951
131,1735.910034
132,1735.650024
133,1713.22998
134,1724.420044
135,1739.650024
136,1732.660034
137,1705.51001
138,1721.98999
139,1720.26001
140,1731.920044
141,1736.430054
142,1767.380005
143,1777.430054
144,1787.47998
145,1757.51001
146,1785.660034
147,1765.72998
148,1762.170044
149,1780.780029
150,1761.329956
151,1777.079956
152,1762.709961
153,1779.98999
154,1776.660034
155,1791.439941
156,1804.660034
157,1801.709961
158,1795.77002
159,1788.199951
160,1785.880005
161,1771.650024
162,1778
163,1753.109985
164,1754.599976
165,1739.48999
166,1752.530029
167,1752.790039
168,1745.530029
169,1734.709961
170,1745.719971
171,1773.839966
172,1796.939941
173,1818.51001
174,1800.800049
175,1781.599976
176,1769.959961
177,1760.689941
178,1740.47998
179,1751.599976
180,1749.51001
181,1739.209961
182,1748.719971
183,1760.329956
184,1760.939941
185,1769.209961
186,1790.660034
187,1784.030029
188,1792.280029
189,1786.5
190,1793
191,1789.209961
192,1868.77002
193,1869.800049
194,1846.890015
195,1847.839966
196,1898.01001
197,1874.969971
198,1902.880005
199,1906.859985
200,1891.969971
201,1901.050049
202,1883.160034
203,1891.300049
204,1869.439941
205,1862.02002
206,1877.939941
207,1864.719971
208,1892
209,1887.459961
210,1884.579956
211,1861.640015
212,1828.339966
213,1853.25
214,1858
215,1870.680054
216,2008.719971
217,2004.199951
218,2049.669922
219,2039.869995
220,2050.22998
221,2079.280029
222,2133.909912
223,2150.800049
224,2160
225,2149.870117
226,2134.870117
227,2155.669922
228,2170.219971
229,2153.100098
230,2095.969971
231,2009.290039
232,1972.73999
233,1979.589966
234,1884.300049
235,1883.75
236,1953.949951
237,1908.98999
238,1975.829956
239,1924.030029
240,1901.089966
241,1800.609985
242,1891.819946
243,1820.859985
244,1676.609985
245,1785
246,1689.150024
247,1807.839966
248,1830
249,1880.930054
250,1846.089966
251,1902.829956
