x,Close
1,33.060001
2,32.279999
3,32.869999
4,32.880001
5,33.439999
6,33.75
7,34.380001
8,34.419998
9,34.720001
10,34.860001
11,35.139999
12,34.75
13,34.580002
14,34.369999
15,34.709999
16,34.459999
17,34.48
18,34.400002
19,34.389999
20,39.77
21,39.290001
22,38.48
23,38.669998
24,39.779999
25,39.91
26,39.290001
27,39.950001
28,40.799999
29,40.23
30,38.619999
31,38.580002
32,38.790001
33,38.450001
34,36.59
35,36.93
36,37.900002
37,38.299999
38,37.5
39,37.150002
40,37.470001
41,38.580002
42,37.189999
43,37.41
44,37.290001
45,36.849998
46,37.139999
47,36.439999
48,34.43
49,36.099998
50,36.330002
51,36.59
52,37.93
53,37.639999
54,37.209999
55,37.490002
56,36.34
57,36.150002
58,36.439999
59,36.650002
60,36.290001
61,35.439999
62,35.02
63,35.580002
64,34.720001
65,35.220001
66,34.75
67,34.900002
68,36.080002
69,36.220001
70,36.02
71,36.25
72,36.450001
73,37.650002
74,37.470001
75,37.209999
76,37.84
77,38.68
78,37.990002
79,37.700001
80,37.66
81,36.77
82,37.580002
83,37.900002
84,38.73
85,38.119999
86,41.52
87,41.5
88,41
89,42.310001
90,42.080002
91,42.849998
92,40.369999
93,41.32
94,41.73
95,42.07
96,41.529999
97,40.48
98,41.810001
99,40.650002
100,40.09
101,40.580002
102,41.700001
103,42.290001
104,42.799999
105,42.18
106,41
107,41.439999
108,42.139999
109,41.68
110,42.490002
111,42.650002
112,41.959999
113,43.360001
114,45.299999
115,45.419998
116,44.259998
117,43.25
118,43.25
119,43.200001
120,42.630001
121,42.759998
122,43.240002
123,43.240002
124,42.93
125,43.23
126,43.380001
127,41.419998
128,42.5
129,42.439999
130,41.349998
131,41.200001
132,40.25
133,39.700001
134,40
135,40.360001
136,40.799999
137,39.700001
138,39.5
139,39.540001
140,40.360001
141,39.779999
142,40.279999
143,39.91
144,39.610001
145,38.990002
146,40.09
147,38.810001
148,38.830002
149,30.75
150,30.299999
151,30.059999
152,29.85
153,29.860001
154,29.969999
155,29.620001
156,30.049999
157,29.809999
158,29.540001
159,29.049999
160,29.209999
161,29.34
162,29.049999
163,29.08
164,28.889999
165,29.25
166,29.49
167,29.440001
168,29.17
169,29.790001
170,30.030001
171,30.540001
172,30.959999
173,31.17
174,30.91
175,30.42
176,29.969999
177,30
178,30.040001
179,30.190001
180,30.209999
181,29.84
182,30.549999
183,30.299999
184,30.389999
185,30.969999
186,30.700001
187,31.68
188,32.029999
189,32.130001
190,32.43
191,32.5
192,32.630001
193,32.549999
194,32.029999
195,32.049999
196,32.299999
197,31.52
198,31.639999
199,32.540001
200,33.049999
201,33.220001
202,32.779999
203,32.689999
204,32.82
205,33.23
206,34.189999
207,34.220001
208,34.09
209,34.02
210,33.889999
211,33.189999
212,32.779999
213,33.419998
214,33.630001
215,33.220001
216,32.48
217,33.07
218,33.959999
219,33.389999
220,38.41
221,37.029999
222,35.959999
223,35.650002
224,36.790001
225,37.16
226,36.91
227,38.060001
228,38.77
229,39.049999
230,38.310001
231,35.889999
232,35.209999
233,34.630001
234,33.009998
235,33.200001
236,35.82
237,34.93
238,36
239,34.970001
240,33.459999
241,32.459999
242,34.310001
243,31.299999
244,26.780001
245,29.290001
246,24.040001
247,24.48
248,22
249,24.129999
250,23.950001
251,24.690001
